Id,price,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
3027,130,within an hour,1,1,t,2,f,-33.91072556,151.2154903,Guesthouse,Entire home/apt,3,1,1,1,Real Bed,0,90,2,20,4,1125,4,100,10,10,10,10,10,10,t,moderate,f,f,0.93
3028,150,within an hour,1,1,t,5,f,-33.94069087,151.2561284,Apartment,Entire home/apt,3,1,1,1,Real Bed,0,160,2,10,5,168,14,97,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.56
3029,82,N/A,N/A,N/A,f,1,f,-33.87287692,151.196006,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,5,76,9,7,9,9,9,8,t,moderate,f,f,0.1
3030,150,within an hour,0.99,0.93,f,43,t,-33.8891793,151.2828029,Apartment,Entire home/apt,4,1,1,2,Real Bed,0,110,1,0,2,1125,17,95,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.97
3031,150,N/A,N/A,N/A,f,1,t,-33.90855436,151.2402392,Apartment,Entire home/apt,4,1,2,2,Real Bed,,50,1,0,15,1125,2,90,10,9,10,10,9,10,f,strict_14_with_grace_period,f,f,0.03
3032,102,N/A,N/A,0.96,f,1,f,-33.89053347,151.2812092,Apartment,Entire home/apt,3,1,1,1,Real Bed,0,70,2,50,3,1125,49,92,9,9,10,10,10,9,t,flexible,f,f,3.01
3033,171,N/A,N/A,N/A,f,1,f,-33.94023807,151.2335672,House,Entire home/apt,4,1,2,3,Real Bed,,,1,0,14,50,1,80,10,6,10,10,10,10,f,flexible,f,f,0.02
3034,68,within an hour,1,0.82,t,1,t,-33.92440852,151.2411264,House,Private room,4,1,2,3,Real Bed,300,55,1,35,2,1125,152,91,9,9,10,10,10,9,f,strict_14_with_grace_period,f,f,2.04
3035,128,N/A,N/A,N/A,f,1,f,-33.80733577,151.1771818,Apartment,Entire home/apt,4,1,2,3,Real Bed,200,60,4,15,3,1125,15,97,10,10,10,10,9,10,f,moderate,f,f,0.29
3036,120,within an hour,1,1,f,1,f,-33.88603691,151.2014902,Apartment,Entire home/apt,4,1,1,1,Real Bed,750,110,1,0,3,1125,6,80,9,7,10,10,10,8,f,strict_14_with_grace_period,f,f,2.02
3037,80,within a day,0.89,0.96,t,2,f,-33.88293181,151.118796,House,Private room,2,2.5,1,1,Real Bed,,20,1,25,1,1125,23,99,10,10,10,10,10,10,t,flexible,f,f,0.68
3038,141,within an hour,1,1,t,6,f,-33.70737498,151.0979867,Apartment,Entire home/apt,6,2,2,3,Real Bed,200,110,3,20,1,1125,40,98,10,10,10,10,10,9,t,moderate,f,f,1.55
3039,105,within a day,0.83,0.77,f,4,f,-33.8733783,151.2246641,Apartment,Entire home/apt,3,1,1,1,Real Bed,0,25,1,0,2,1125,27,92,10,9,10,10,9,9,f,flexible,f,f,2.65
3040,70,N/A,N/A,N/A,f,1,f,-33.99205373,151.1318848,Apartment,Private room,2,1,,,Real Bed,,,1,0,30,32,0,,,,,,,,t,flexible,f,f,
3041,81,within an hour,1,0.5,f,1,t,-33.89334843,151.1842909,House,Private room,2,1,1,1,Real Bed,,,1,25,2,1125,1,100,10,10,10,10,10,10,f,moderate,f,f,0.56
3042,60,within an hour,1,0.64,f,6,f,-33.88737234,151.1807459,Apartment,Private room,3,1,1,1,Real Bed,0,40,4,20,1,28,0,,,,,,,,t,moderate,f,f,
3043,99,N/A,N/A,1,f,0,f,-33.89281059,151.2705227,Apartment,Entire home/apt,5,1,1,2,Real Bed,0,125,1,20,3,1125,1,60,8,2,10,10,10,6,t,flexible,f,f,0.4
3044,81,N/A,N/A,N/A,f,1,f,-33.9202256,151.2512589,Apartment,Private room,1,1,1,1,Real Bed,0,100,1,0,4,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3045,47,N/A,N/A,N/A,f,1,f,-33.80409641,151.2459814,House,Private room,2,1,1,1,Real Bed,200,30,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
3046,40,within an hour,1,1,f,1,f,-33.91298863,151.2570702,House,Private room,1,2.5,1,1,Real Bed,250,0,1,30,14,30,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3047,186,within an hour,1,0.54,f,7,t,-33.90873121,151.2518699,Apartment,Entire home/apt,4,1,2,3,Real Bed,600,350,4,30,3,300,5,90,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.07
3048,351,within a day,1,0.43,f,3,f,-33.9271124,151.2513433,Apartment,Entire home/apt,5,1,2,2,Real Bed,200,60,4,0,4,1125,1,100,10,10,10,10,8,10,f,moderate,f,f,0.08
3049,124,N/A,N/A,N/A,f,1,f,-33.90408709,151.2239557,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,,25,1,0,1,1125,1,100,10,10,10,10,10,10,t,flexible,f,f,0.04
3050,249,within an hour,1,1,t,1,f,-33.89353041,151.2717267,Apartment,Entire home/apt,6,1,2,4,Real Bed,500,150,4,25,2,1125,27,99,10,10,10,10,10,10,t,flexible,f,f,3.82
3051,129,N/A,N/A,N/A,f,1,f,-33.86959357,151.224129,Apartment,Entire home/apt,3,1,0,1,Real Bed,150,125,2,25,2,1125,3,87,9,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.16
3052,87,within an hour,1,1,f,1,f,-33.87387448,151.1552201,Guest suite,Entire home/apt,2,1,1,1,Real Bed,0,65,2,30,1,1125,5,84,10,7,10,10,9,9,t,moderate,f,f,1.61
3053,200,N/A,N/A,N/A,f,1,t,-33.9006118,151.1729926,House,Entire home/apt,6,1.5,3,4,Real Bed,0,100,6,100,4,1125,8,87,9,8,10,10,10,10,f,flexible,f,f,0.3
3054,150,N/A,N/A,N/A,f,1,t,-33.89181747,151.2004464,Apartment,Entire home/apt,2,1,1,1,Real Bed,,100,2,50,2,1125,10,96,10,10,10,10,10,10,t,flexible,f,f,0.25
3055,80,within an hour,0.9,0.58,f,1,t,-33.82058154,151.0972701,Apartment,Private room,2,1.5,1,0,Real Bed,0,0,1,10,1,1125,1,80,10,10,10,6,6,10,t,flexible,f,f,1
3056,249,within an hour,1,1,t,2,f,-33.88863982,151.2758529,Apartment,Entire home/apt,4,1,2,2,Real Bed,350,140,1,25,2,1125,89,97,9,10,10,10,10,10,t,moderate,f,f,2.2
3057,39,within a day,1,0.94,f,3,f,-33.87414473,151.1940349,Apartment,Shared room,1,2,1,3,Real Bed,0,15,1,40,1,1125,7,86,9,7,10,9,10,9,f,moderate,f,f,0.27
3058,475,within an hour,0.99,0.99,f,76,t,-33.8870984,151.2652487,Apartment,Entire home/apt,6,2,3,3,Real Bed,500,225,1,0,3,1125,2,80,8,8,6,6,8,8,t,strict_14_with_grace_period,f,f,1.09
3059,79,N/A,N/A,N/A,f,1,f,-33.89298348,151.1872779,Apartment,Private room,2,1,1,1,Real Bed,,40,1,0,1,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,0.02
3060,99,N/A,N/A,N/A,f,1,f,-33.92179998,151.249485,Apartment,Entire home/apt,2,1,2,1,Real Bed,,,1,0,9,10,0,,,,,,,,t,flexible,f,f,
3061,220,N/A,N/A,N/A,f,1,t,-33.80143796,151.2893716,Apartment,Entire home/apt,2,1,2,1,Real Bed,500,65,1,0,5,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3062,39,N/A,N/A,N/A,f,1,f,-33.79594322,151.2597493,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,1,,,,,,,,t,flexible,f,f,0.04
3063,170,N/A,N/A,N/A,f,1,t,-33.92041051,151.2281471,House,Entire home/apt,4,1,2,2,Real Bed,,,1,0,1,10,2,80,10,9,10,10,8,10,t,flexible,f,f,0.05
3064,60,within a few hours,1,0.79,t,7,f,-33.89283239,151.2693179,Apartment,Private room,1,1,1,1,Real Bed,200,30,1,0,2,70,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.07
3065,309,within an hour,1,0.99,f,7,f,-33.92359626,151.2576276,Apartment,Entire home/apt,3,2,2,3,Real Bed,0,0,2,0,1,1125,0,,,,,,,,t,moderate,f,f,
3066,144,within an hour,1,0.9,f,3,t,-33.8471699,151.2156591,Apartment,Entire home/apt,2,1,1,1,Real Bed,,150,1,0,2,90,14,96,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.33
3067,46,N/A,N/A,0,f,0,f,-33.81864835,151.1358185,House,Private room,2,1,1,1,Real Bed,,,1,0,1,4,0,,,,,,,,f,flexible,f,f,
3068,70,within an hour,1,1,t,1,f,-33.966821,151.248777,Cabin,Entire home/apt,1,1,0,1,Real Bed,250,0,1,20,2,14,63,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,3.49
3069,170,within an hour,1,1,f,0,t,-33.88173181,151.2116171,House,Entire home/apt,4,2,2,2,Real Bed,500,20,2,10,2,1125,4,100,10,10,10,10,10,10,f,moderate,f,f,1.41
3070,225,within a few hours,1,0.93,t,1,t,-33.82256864,151.2209617,Apartment,Entire home/apt,4,1,2,3,Real Bed,0,80,2,15,3,28,28,99,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,2.22
3071,86,N/A,N/A,N/A,f,1,t,-33.8253692,151.2219943,Apartment,Entire home/apt,4,1,2,2,Real Bed,,,16,75,7,31,0,,,,,,,,f,flexible,f,f,
3072,150,N/A,N/A,1,f,2,t,-33.89758576,151.2537986,House,Private room,2,1,1,1,Real Bed,350,50,1,20,5,1125,9,93,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.14
3073,120,within an hour,1,1,f,5,t,-33.89094948,151.2007343,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,80,1,0,5,366,89,87,9,9,10,10,9,9,t,strict_14_with_grace_period,f,f,1.41
3074,85,within an hour,1,1,f,5,f,-33.9031785,151.2135608,Apartment,Private room,2,1.5,1,2,Real Bed,0,50,1,0,2,1125,1,80,8,6,10,10,10,10,t,moderate,f,f,0.44
3075,220,N/A,N/A,N/A,f,2,t,-33.88995522,151.2672039,House,Entire home/apt,5,1.5,3,3,Real Bed,500,65,1,0,5,1125,4,95,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.16
3076,301,N/A,N/A,1,f,1,f,-33.90024661,151.1611098,House,Entire home/apt,4,1,2,2,Real Bed,0,70,4,50,3,12,1,60,8,4,10,10,10,10,f,moderate,f,f,0.37
3077,155,N/A,N/A,N/A,f,1,f,-33.90573679,151.2044659,Apartment,Entire home/apt,3,1,2,3,Real Bed,,,1,0,2,1125,2,60,8,6,10,10,10,10,t,flexible,f,f,0.12
3078,150,N/A,N/A,N/A,f,1,t,-33.8864723,151.2758222,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,100,1,0,4,1125,3,93,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.05
3079,86,N/A,N/A,N/A,f,1,t,-33.92460479,151.2275733,Condominium,Entire home/apt,2,1,0,1,Real Bed,,15,1,0,3,10,1,100,10,10,10,10,10,10,t,moderate,f,f,0.07
3080,451,N/A,N/A,N/A,f,1,f,-33.87485254,151.2227559,Apartment,Entire home/apt,3,1,1,2,Real Bed,500,75,1,0,2,3,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3081,65,N/A,N/A,N/A,f,2,f,-33.73031514,151.2203501,House,Private room,1,1,1,1,Real Bed,250,50,1,65,3,1125,0,,,,,,,,f,flexible,f,f,
3082,95,within an hour,1,1,f,1,t,-33.88803085,151.2089865,Apartment,Entire home/apt,4,1,1,1,Real Bed,0,50,4,25,4,1125,0,,,,,,,,f,flexible,f,f,
3083,53,within an hour,1,0.87,t,3,f,-33.95080923,151.2047947,Townhouse,Private room,3,1.5,1,1,Real Bed,150,30,2,30,2,60,7,97,10,10,10,9,10,9,f,strict_14_with_grace_period,f,f,0.36
3084,351,within an hour,1,0.91,t,2,f,-33.88977394,151.2691311,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,90,1,0,2,1125,25,97,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.48
3085,195,N/A,N/A,N/A,f,1,f,-33.79025875,151.2741576,Townhouse,Entire home/apt,5,1.5,3,3,Real Bed,,,1,0,5,60,3,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.06
3086,86,N/A,N/A,N/A,f,1,f,-33.91427995,151.2048656,Apartment,Entire home/apt,2,1,1,1,Real Bed,2000,20,1,15,2,1125,20,87,9,9,10,10,9,10,f,flexible,f,f,0.71
3087,81,N/A,N/A,N/A,f,2,f,-33.95875168,151.1026989,Guesthouse,Private room,2,1,1,1,Real Bed,150,0,1,40,2,1125,0,,,,,,,,t,flexible,f,f,
3088,120,N/A,N/A,1,f,3,t,-33.88758658,151.2676354,Apartment,Entire home/apt,4,1,2,2,Real Bed,500,80,1,0,14,1125,4,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.15
3089,55,N/A,N/A,N/A,f,1,t,-33.9046229,151.2079119,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,4,6,1,,,,,,,,f,flexible,f,f,0.04
3090,100,N/A,N/A,N/A,f,1,f,-33.85423643,151.1788454,House,Private room,2,1,1,1,Real Bed,,,1,0,2,1125,0,,,,,,,,f,flexible,f,f,
3091,176,within an hour,1,1,f,53,f,-33.89798472,151.2726504,Apartment,Entire home/apt,4,1,1,2,Real Bed,500,120,2,21,2,1125,23,94,10,8,9,9,10,9,t,strict_14_with_grace_period,f,f,2.65
3092,111,within a few hours,1,0.57,f,1,t,-33.78373055,151.2882942,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,65,1,0,3,1125,2,100,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.25
3093,351,N/A,N/A,1,f,1,t,-33.78625474,151.2718764,House,Entire home/apt,7,2.5,4,5,Real Bed,500,150,6,25,6,24,4,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.15
3094,140,within an hour,1,1,t,2,t,-33.83069499,151.2353493,House,Private room,2,1,1,1,Real Bed,750,35,1,30,1,1125,149,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,2.75
3095,150,within an hour,0.97,0.99,f,1,f,-33.87278853,151.1961591,Apartment,Entire home/apt,6,1,3,3,Real Bed,1000,110,1,20,3,180,12,93,9,9,9,10,10,10,t,moderate,f,f,3.27
3096,200,N/A,N/A,N/A,f,1,t,-33.86293233,151.174677,Townhouse,Entire home/apt,4,1,2,2,Real Bed,0,150,1,0,3,1125,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.04
3097,285,within an hour,1,0.8,f,0,t,-33.78117168,151.2833303,Apartment,Entire home/apt,4,1,2,2,Real Bed,500,100,1,0,3,15,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3098,500,a few days or more,0,0,f,1,f,-33.58955495,151.2984762,House,Entire home/apt,9,1,4,6,Real Bed,1000,200,1,0,2,1125,12,98,10,10,10,10,9,10,f,strict_14_with_grace_period,f,f,0.3
3099,69,within an hour,1,0.89,t,2,t,-33.87075505,151.236951,Apartment,Private room,2,1,1,1,Real Bed,200,60,1,16,1,28,11,96,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1.31
3100,86,N/A,N/A,N/A,f,1,f,-33.89550164,151.1980014,Apartment,Private room,2,1,1,1,Real Bed,150,60,1,0,2,20,1,100,10,10,10,10,10,10,f,moderate,f,f,0.02
3101,78,within an hour,1,0.92,t,2,t,-33.92928136,151.2473959,House,Private room,2,1.5,1,1,Real Bed,200,55,1,55,1,99,43,95,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.1
3102,150,N/A,N/A,N/A,f,1,f,-33.73275004,151.2662313,House,Entire home/apt,5,1,3,3,Real Bed,500,150,1,0,7,30,3,100,10,10,10,10,10,10,f,flexible,f,f,0.05
3103,65,N/A,N/A,N/A,f,1,f,-33.88874157,151.1923693,Apartment,Private room,1,1,1,1,Real Bed,1000,15,1,0,1,7,0,,,,,,,,f,flexible,f,f,
3104,40,within a day,0.67,0,f,0,f,-33.92587759,151.2516075,House,Private room,1,3,1,1,Real Bed,0,0,1,20,13,13,1,80,8,8,10,10,8,8,t,flexible,f,f,0.05
3105,65,N/A,N/A,N/A,f,1,f,-33.89560177,151.1714599,House,Private room,2,1,1,1,Real Bed,,,1,0,2,12,4,100,9,9,10,10,8,9,t,flexible,f,f,0.15
3106,100,N/A,N/A,1,f,1,f,-33.88805372,151.2266456,Apartment,Entire home/apt,4,1,1,2,Real Bed,,,1,0,5,30,0,,,,,,,,t,moderate,f,f,
3107,95,within an hour,1,0.86,f,10,t,-33.8888589,151.1321829,Bed and breakfast,Private room,2,1,1,1,Real Bed,150,15,1,0,1,125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3108,124,within an hour,1,1,t,1,t,-33.89731927,151.1876293,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,,50,2,0,3,192,377,96,10,10,10,10,10,10,t,moderate,f,f,4.69
3109,186,within an hour,1,1,t,0,f,-33.88788918,151.274026,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,85,2,15,2,30,17,99,10,10,10,10,10,10,t,flexible,f,f,3.31
3110,179,N/A,N/A,1,f,1,f,-33.89439387,151.2703709,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,25,1,0,2,1125,31,94,9,9,10,10,10,9,t,flexible,f,f,1.28
3111,170,N/A,N/A,N/A,f,1,t,-33.88692571,151.225124,Apartment,Entire home/apt,2,1,1,1,Real Bed,1000,60,1,0,3,30,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.02
3112,118,N/A,N/A,N/A,f,1,f,-33.69453086,151.2972698,Apartment,Entire home/apt,2,1,1,1,Real Bed,,32,1,0,4,14,1,,,,,,,,f,flexible,f,f,0.05
3113,250,N/A,N/A,N/A,f,1,t,-33.78168837,151.2833493,Apartment,Entire home/apt,4,2,2,2,Real Bed,500,80,4,0,5,17,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3114,301,within an hour,1,1,t,1,t,-33.89061161,151.2844148,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,120,1,0,2,1125,83,99,10,10,10,10,10,10,f,moderate,f,f,1.8
3115,40,within an hour,1,1,f,7,f,-33.88744559,151.2071204,House,Shared room,1,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,t,flexible,f,f,
3116,250,N/A,N/A,1,f,2,f,-33.87451134,151.1968361,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,,1,0,2,1125,1,,,,,,,,f,moderate,f,f,0.13
3117,124,within an hour,1,1,f,3,f,-33.89793097,151.2730613,Apartment,Entire home/apt,2,1.5,0,1,Real Bed,,110,1,0,2,365,122,93,9,9,10,10,10,9,t,strict_14_with_grace_period,f,f,1.75
3118,179,N/A,N/A,N/A,f,1,t,-33.86829852,151.1232622,House,Entire home/apt,8,2,4,5,Real Bed,,,1,0,2,1125,0,,,,,,,,t,flexible,f,f,
3119,69,N/A,N/A,N/A,f,1,f,-33.78283679,151.2805721,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,30,1,100,10,10,10,10,10,10,f,flexible,f,f,0.04
3120,200,a few days or more,0.33,0.13,f,1,t,-33.65673042,151.3141837,Apartment,Entire home/apt,4,1,1,2,Real Bed,250,50,2,20,3,1125,3,90,9,8,9,9,10,9,f,moderate,f,f,0.06
3121,125,N/A,N/A,N/A,f,1,f,-33.79700047,151.2817594,Apartment,Entire home/apt,2,2,1,1,Real Bed,300,141,1,0,2,30,0,,,,,,,,f,flexible,f,f,
3122,351,N/A,N/A,1,f,1,f,-33.82547842,151.1852053,House,Entire home/apt,10,4,5,5,Real Bed,1500,350,1,0,5,1125,3,100,10,10,10,10,9,8,f,moderate,f,f,0.2
3123,169,within an hour,1,1,t,2,t,-33.81736546,151.2466304,Guest suite,Entire home/apt,3,1,1,4,Real Bed,,75,3,0,2,365,90,100,10,10,10,10,10,9,f,moderate,f,f,2.55
3124,70,within a day,0.5,0,f,2,f,-33.80412719,151.1858571,House,Private room,1,1,1,1,Real Bed,,15,1,50,5,1125,2,90,10,9,10,10,10,10,f,moderate,f,f,0.05
3125,199,within an hour,0.92,0.96,t,80,f,-33.87033331,151.1963821,Apartment,Entire home/apt,6,2,2,5,Real Bed,0,70,6,30,1,99,175,92,9,9,9,10,10,9,f,flexible,f,f,3.78
3126,160,N/A,N/A,N/A,f,1,f,-33.88950912,151.2819026,Apartment,Entire home/apt,2,1,0,1,Real Bed,500,100,1,0,4,30,6,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.12
3127,90,within an hour,1,0.92,t,2,f,-33.94098384,151.241417,Apartment,Private room,2,1,1,1,Real Bed,0,30,1,0,1,1125,2,100,10,10,10,10,10,10,t,moderate,f,f,0.81
3128,265,N/A,N/A,N/A,f,1,t,-33.88391264,151.2164304,Apartment,Entire home/apt,2,1,1,1,Real Bed,400,65,1,0,5,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3129,60,N/A,N/A,0,f,1,f,-33.89535451,151.2096637,House,Shared room,1,1,1,2,Real Bed,,,1,0,1,1125,2,60,10,6,10,10,10,10,t,strict_14_with_grace_period,f,f,0.11
3130,81,N/A,N/A,1,f,2,t,-33.88611521,151.2842098,Townhouse,Private room,2,1,1,1,Real Bed,0,25,1,15,3,20,7,94,10,9,10,9,10,10,t,moderate,f,f,0.38
3131,155,within an hour,1,1,t,8,t,-33.87373038,151.1978933,Apartment,Entire home/apt,4,1,1,2,Real Bed,150,69,1,0,1,1125,80,96,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,6.78
3132,199,within an hour,1,1,t,2,t,-33.87842481,151.2136056,Apartment,Entire home/apt,3,1,1,2,Real Bed,,,2,49,16,1125,41,100,10,10,10,10,10,10,f,moderate,f,f,1
3133,137,N/A,N/A,0,f,1,t,-34.03519025,151.0592552,Apartment,Entire home/apt,4,2,2,3,Real Bed,0,70,4,50,3,1125,51,99,10,10,10,10,10,10,f,moderate,f,f,1.45
3134,129,within a day,0.69,0.46,f,8,f,-33.88036776,151.2125895,Apartment,Entire home/apt,4,1,1,3,Real Bed,300,80,1,30,1,31,5,96,10,10,10,9,10,10,f,strict_14_with_grace_period,f,f,0.26
3135,45,N/A,N/A,N/A,f,1,t,-33.88510512,151.2583323,Apartment,Private room,1,1,1,1,Real Bed,,50,1,0,6,15,0,,,,,,,,t,strict_14_with_grace_period,f,f,
3136,99,N/A,N/A,N/A,f,1,t,-33.87090495,151.2217289,House,Private room,2,2,4,1,Real Bed,,,1,0,3,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
3137,99,N/A,N/A,N/A,f,2,f,-33.90237407,151.2047521,Apartment,Private room,1,1,1,1,Real Bed,300,30,1,30,1,1125,7,91,9,10,9,10,10,9,f,flexible,f,f,0.25
3138,65,N/A,N/A,N/A,f,11,f,-33.90977196,151.2238317,Apartment,Private room,1,1,1,1,Real Bed,,20,1,0,1,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
3139,42,within an hour,0.98,0.8,f,8,t,-33.85270806,151.0489041,House,Private room,2,1.5,1,1,Real Bed,0,15,1,10,1,1125,5,72,10,8,10,10,10,8,f,strict_14_with_grace_period,f,f,1.17
3140,69,within a few hours,1,0.63,t,1,f,-33.8932478,151.2490404,Apartment,Private room,1,1,1,1,Real Bed,5000,30,1,40,3,1125,32,97,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,1.73
3141,322,N/A,N/A,N/A,f,2,t,-33.78565545,151.2671163,House,Entire home/apt,11,2.5,5,6,Real Bed,0,150,7,50,7,1125,9,100,10,10,10,10,9,9,f,strict_14_with_grace_period,f,f,0.23
3142,100,N/A,N/A,N/A,f,1,f,-33.80512052,151.1464088,Apartment,Entire home/apt,3,2,2,2,Real Bed,,,1,0,4,1125,2,100,10,10,10,10,10,10,t,flexible,f,f,0.09
3143,279,within an hour,1,0,f,1,t,-33.89336824,151.1353388,House,Entire home/apt,5,2,3,4,Real Bed,500,120,5,10,7,1125,5,96,10,9,10,10,10,10,f,moderate,f,f,0.08
3144,141,within an hour,1,1,t,1,t,-33.87146838,151.0942461,Apartment,Entire home/apt,4,1,1,2,Real Bed,150,60,2,20,2,1125,64,98,10,10,10,10,10,9,f,moderate,f,f,2.28
3145,45,N/A,N/A,N/A,f,1,f,-33.89054364,151.2485719,House,Private room,2,1,1,1,Real Bed,,,1,0,2,15,3,73,9,7,9,9,10,7,t,flexible,f,f,0.1
3146,149,within an hour,1,0.98,t,0,f,-33.87444398,151.1969096,Apartment,Entire home/apt,4,1,1,2,Real Bed,300,30,2,30,1,200,19,96,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,3.26
3147,150,N/A,N/A,N/A,f,1,t,-33.88487862,151.2078515,Loft,Entire home/apt,4,1,0,1,Real Bed,1000,,1,0,3,15,0,,,,,,,,f,flexible,f,f,
3148,250,N/A,N/A,N/A,f,1,t,-33.87759527,151.226024,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,,,1,0,5,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3149,430,within an hour,1,0.75,f,1,f,-33.63801509,151.3240558,House,Entire home/apt,6,2,4,4,Real Bed,0,120,1,0,4,21,4,90,10,9,10,10,10,10,t,flexible,f,f,0.27
3150,275,a few days or more,0,N/A,f,1,f,-33.87231393,151.2261284,Apartment,Entire home/apt,5,2,2,3,Real Bed,0,100,1,0,7,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3151,550,within an hour,1,0.94,f,38,f,-33.70205036,151.3007472,House,Entire home/apt,10,3,5,6,Real Bed,1000,300,9,50,1,1125,2,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.42
3152,155,within an hour,1,0.98,f,4,t,-33.87714147,151.1954668,Apartment,Private room,2,1,1,1,Real Bed,1000,48,2,100,1,3,82,96,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,2.63
3153,314,within an hour,1,0.95,t,1,t,-33.65731648,151.2849709,House,Entire home/apt,7,2,4,5,Real Bed,600,125,6,35,2,40,68,99,10,10,10,10,10,10,f,flexible,f,f,1.76
3154,74,N/A,N/A,N/A,f,1,f,-33.87897145,151.2127147,Apartment,Entire home/apt,2,1,1,1,Real Bed,1500,200,1,100,14,35,0,,,,,,,,t,strict_14_with_grace_period,f,f,
3155,55,within an hour,1,1,f,9,f,-33.87124067,151.2246216,Apartment,Shared room,1,1,1,1,Real Bed,500,75,1,35,28,56,1,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.04
3156,95,N/A,N/A,1,f,1,f,-33.87544714,151.2092015,Apartment,Private room,2,2,2,1,Real Bed,,44,1,0,2,10,24,97,10,10,10,10,10,10,f,moderate,f,f,0.57
3157,250,within an hour,1,1,f,1,t,-33.88940652,151.2777442,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,1500,150,1,0,1,30,2,100,10,9,10,10,10,10,t,strict_14_with_grace_period,f,f,0.8
3158,444,N/A,N/A,N/A,f,2,t,-33.89490614,151.2604219,Apartment,Entire home/apt,6,1,3,3,Real Bed,200,100,6,50,1,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3159,90,N/A,N/A,N/A,f,1,f,-33.87401443,151.225311,Apartment,Entire home/apt,2,1,0,1,Real Bed,,10,2,20,2,1125,4,70,8,5,9,9,9,8,f,moderate,f,f,0.08
